,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU,10 YR
2014-12-17,69.79,48.09,77.16,24.22,68.62,51.09,47.47,40.59,46.315,2.14
2014-12-18,70.9,49.05,78.64,24.81,70.5,52.38,48.55,41.75,47.215,2.22
2014-12-19,70.87,48.62,80.575,24.69,70.53,52.69,48.81,41.59,46.82,2.17
2014-12-22,71.56,49.08,79.77,24.84,69.72,53.19,48.84,42.06,46.98,2.17
2014-12-23,71.97,49.44,80.73,24.99,68.17,53.39,49.23,42.17,47.11,2.26
2014-12-24,71.83,49.37,80.1,24.95,68.65,53.44,49.07,42.135,47.98,2.27
2014-12-26,72.22,49.46,80.1,24.95,69.14,53.44,49.235,42.31,48.55,2.25
2014-12-29,72.73,49.3,80.38,25.05,69.37,53.53,49.19,42.11,49.11,2.22
2014-12-30,72.43,49.1,79.76,25.01,69.075,53.21,49.08,41.83,48.0851,2.2
2014-12-31,72.16,48.5,79.15,24.71,68.42,52.68,48.585,41.34,47.19,2.17
2015-01-02,71.63,48.33,79.53,24.73,68.665,52.61,48.67,41.28,47.44,2.12
2015-01-05,70.27,47.99,76.22,24.22,68.29,51.39,47.39,40.64,46.86,2.04
2015-01-06,69.57,47.95,75.11,23.83,68.04,50.75,47.02,40.16,46.89,1.97
2015-01-07,70.65,48.78,75.3,24.1,69.64,51.13,47.54,40.48,47.37,1.96
2015-01-08,71.7,49.51,77.0,24.46,70.83,52.16,48.66,41.35,47.69,2.03
2015-01-09,70.91,49.12,76.4,24.135,70.24,51.6,48.415,41.22,47.385,1.98
2015-01-12,70.56,48.965,74.18,23.94,70.215,51.25,48.29,40.76,47.26,1.92
2015-01-13,70.48,48.95,73.59,23.84,69.9,51.14,47.75,40.74,47.41,1.91
2015-01-14,69.65,48.8,73.78,23.51,69.82,50.86,47.17,40.51,47.84,1.86
2015-01-15,68.79,48.885,72.8446,23.22,69.08,50.62,47.1,39.995,48.195,1.77
2015-01-16,69.68,49.265,75.24,23.49,70.37,50.96,47.87,40.36,48.61,1.83
2015-01-20,69.26,49.46,75.32,23.4,70.36,51.32,47.94,40.71,48.725,1.82
2015-01-21,69.7,49.69,76.82,23.45,70.49,51.74,48.41,40.775,49.22,1.87
2015-01-22,71.0,50.2,77.19,24.02,71.33,52.57,49.04,41.455,48.98,1.9
2015-01-23,70.89,49.65,76.67,23.77,70.98,52.13,48.25,41.47,49.15,1.81
2015-01-26,71.28,49.64,77.76,23.89,71.295,52.2,48.46,41.28,49.125,1.83
2015-01-27,70.75,49.08,77.74,23.64,70.81,51.51,48.115,40.0525,49.21,1.83
2015-01-28,69.825,48.52,74.68,23.18,69.76,51.06,47.26,40.03,48.75,1.73
2015-01-29,70.75,48.91,74.88,23.39,70.36,51.65,47.885,40.41,49.41,1.77
2015-01-30,69.98,48.01,75.54,23.03,69.29,50.81,47.68,39.88,48.31,1.68
2015-02-02,70.59,48.6,77.87,23.38,69.68,51.56,48.13,40.32,48.52,1.68
2015-02-03,72.1,49.02,80.0,23.78,70.14,52.4,49.15,40.79,48.71,1.79
2015-02-04,72.59,49.06,78.69,23.71,69.235,52.0,48.87,40.86,48.12,1.81
2015-02-05,73.03,49.295,79.81,23.955,70.39,52.45,50.05,41.23,48.55,1.83
2015-02-06,72.93,49.07,79.77,24.14,69.8,52.33,49.9,41.105,46.56,1.95
2015-02-09,72.66,48.71,79.9,24.035,68.98,52.19,49.855,41.03,46.15,1.96
2015-02-10,73.56,49.255,79.86,24.2,70.09,52.48,50.225,41.645,47.1,2.01
2015-02-11,73.58,49.49,79.32,24.195,70.19,52.49,50.14,41.79,46.065,2.0
2015-02-12,74.41,49.72,80.34,24.46,70.42,52.99,51.02,42.39,45.865,1.99
2015-02-13,74.87,49.505,82.06,24.43,70.77,53.23,51.45,42.66,45.16,2.02
2015-02-17,74.71,49.51,82.27,24.52,71.22,53.3,51.5,42.68,45.129,2.14
2015-02-18,74.67,49.745,81.32,24.37,71.33,53.6,51.63,42.73,46.2053,2.07
2015-02-19,74.9,49.45,80.91,24.27,71.43,53.69,51.78,42.86,45.685,2.11
2015-02-20,75.45,49.6,80.5501,24.46,72.19,54.15,51.965,43.09,45.7,2.13
2015-02-23,75.39,49.73,80.235,24.38,72.47,53.92,51.88,43.13,46.005,2.06
2015-02-24,75.71,49.9,80.42,24.51,72.4,54.13,52.1,43.225,46.3,1.99
2015-02-25,76.3,49.74,80.82,24.52,72.4,54.02,51.93,42.975,45.58,1.96
2015-02-26,76.065,49.81,79.37,24.45,72.6,53.78,51.61,43.27,45.26,2.03
2015-02-27,75.97,50.01,79.01,24.35,72.265,53.53,51.48,43.08,45.22,2.0
2015-03-02,76.86,50.115,78.485,24.54,72.86,54.02,51.84,43.44,44.34,2.08
2015-03-03,76.69,49.91,78.75,24.475,72.25,53.68,51.53,43.15,44.65,2.12
2015-03-04,76.24,49.56,78.64,24.305,72.56,53.26,51.37,42.97,44.38,2.12
2015-03-05,76.32,49.73,78.17,24.4026,72.835,53.29,51.14,42.9,44.72,2.11
2015-03-06,75.4,48.78,76.81,24.24,71.42,52.57,50.475,42.4,43.4,2.24
2015-03-09,75.82,49.035,76.23,24.33,71.84,53.06,50.53,42.58,43.47,2.2
2015-03-10,74.65,48.335,75.16,23.83,71.06,52.08,49.76,41.75,43.39,2.14
2015-03-11,74.27,47.97,75.38,23.98,71.01,52.03,49.7,41.44,43.12,2.11
2015-03-12,75.75,48.645,74.92,24.49,71.94,52.7,50.32,41.72,43.92,2.1
2015-03-13,75.19,48.3,74.62,24.325,71.815,52.21,49.835,41.5,43.5,2.13
2015-03-16,76.02,48.87,75.64,24.62,73.39,53.08,49.76,41.99,44.235,2.1
2015-03-17,75.64,48.53,75.32,24.56,73.19,52.87,49.2,42.01,44.16,2.06
2015-03-18,76.28,48.83,77.54,24.69,74.12,53.49,49.97,42.54,45.36,1.93
2015-03-19,76.17,48.63,76.31,24.47,74.56,53.13,49.1,42.46,44.93,1.98
2015-03-20,76.73,48.905,76.93,24.68,74.895,53.44,49.25,42.51,44.98,1.93
2015-03-23,76.63,49.025,76.64,24.57,74.69,52.99,49.225,42.54,45.03,1.92
2015-03-24,76.23,48.745,76.11,24.37,74.05,52.81,49.07,42.41,44.5,1.88
2015-03-25,75.02,48.64,77.13,24.01,72.69,51.91,48.53,41.33,43.98,1.93
2015-03-26,74.54,48.43,77.03,23.96,72.51,51.77,48.62,41.345,43.625,2.01
2015-03-27,74.9,48.73,76.43,23.94,73.04,51.97,48.61,41.38,43.87,1.95
2015-03-30,75.68,49.19,78.0,24.27,73.77,52.7,49.275,41.86,44.44,1.96
2015-03-31,75.34,48.77,77.35,24.12,72.69,52.18,48.85,41.49,44.39,1.94
2015-04-01,75.01,48.8,77.55,24.09,71.81,51.83,48.915,41.36,44.4701,1.87
2015-04-02,75.68,49.12,77.71,24.205,71.98,51.86,48.96,41.37,44.57,1.92
2015-04-06,76.06,49.53,79.09,24.24,72.1,52.25,49.365,41.76,45.15,1.92
2015-04-07,75.63,49.31,79.2,24.13,72.26,52.13,49.28,41.68,44.64,1.89
2015-04-08,76.35,49.38,78.53,24.21,72.875,52.31,49.41,41.7999,44.525,1.92
2015-04-09,76.42,49.53,79.78,24.245,73.44,52.56,49.555,41.94,44.32,1.97
2015-04-10,76.67,49.61,80.12,24.25,74.07,53.3,49.69,42.1,44.66,1.96
2015-04-13,76.25,49.37,79.35,24.33,73.65,52.79,49.49,41.97,44.19,1.94
2015-04-14,76.21,49.48,80.78,24.32,73.79,52.86,49.725,41.84,44.46,1.9
2015-04-15,76.19,49.34,82.67,24.425,73.96,52.95,50.21,42.18,44.53,1.91
2015-04-16,76.37,49.515,82.52,24.455,73.92,52.84,50.08,42.06,44.26,1.9
2015-04-17,75.24,49.05,81.89,24.125,73.3,52.2,49.64,41.46,44.115,1.87
2015-04-20,76.04,49.22,82.2,24.25,73.72,52.81,49.975,42.165,44.76,1.9
2015-04-21,76.13,49.305,81.33,24.12,74.23,52.75,49.61,42.145,44.34,1.92
2015-04-22,76.195,49.34,81.9,24.28,74.34,52.97,49.71,42.58,44.435,1.99
2015-04-23,76.59,49.175,82.44,24.31,74.625,52.91,49.84,42.765,44.73,1.96
2015-04-24,77.61,49.16,81.97,24.255,74.39,52.69,50.26,43.12,45.15,1.93
2015-04-27,76.94,48.93,81.87,24.18,73.06,52.67,50.71,43.27,44.6,1.94
2015-04-28,76.69,48.96,82.31,24.32,73.36,52.76,50.76,43.39,44.935,2.0
2015-04-29,76.17,48.54,82.94,24.32,72.74,52.5,50.75,43.19,44.76,2.06
2015-04-30,75.31,48.36,82.67,24.14,71.69,52.04,50.39,42.59,44.21,2.05
2015-05-01,76.34,48.8,82.87,24.335,72.66,52.7,51.25,43.1,44.455,2.12
2015-05-04,76.51,48.89,82.64,24.57,73.11,52.78,51.105,43.14,44.79,2.16
2015-05-05,75.71,48.51,81.64,24.37,72.22,52.07,50.52,42.47,43.78,2.19
2015-05-06,75.43,48.655,81.37,24.25,71.945,52.04,50.52,42.14,43.56,2.25
2015-05-07,75.78,48.75,80.47,24.4,72.28,52.32,50.76,42.41,43.72,2.18
2015-05-08,76.58,49.16,81.76,24.75,73.45,52.93,51.58,43.01,44.055,2.16
2015-05-11,76.26,48.95,80.21,24.67,73.44,52.89,51.32,42.78,43.75,2.28
2015-05-12,76.12,48.86,80.59,24.58,73.06,52.83,50.8,42.57,43.65,2.28
2015-05-13,75.67,48.845,80.38,24.59,73.085,52.94,50.73,42.765,43.275,2.27
2015-05-14,75.98,49.58,80.4,24.8,74.1,53.48,51.26,43.44,43.75,2.23
2015-05-15,76.57,49.75,80.69,24.69,74.25,53.43,51.49,43.31,44.3,2.14
2015-05-18,76.87,49.6,80.72,24.83,74.67,53.53,51.3,43.5,44.49,2.23
2015-05-19,76.87,49.46,79.59,25.0,75.04,53.38,51.03,43.41,44.585,2.27
2015-05-20,76.76,49.355,79.73,24.91,75.13,53.19,50.97,43.44,44.65,2.26
2015-05-21,77.06,49.46,80.5,24.86,75.17,53.48,51.19,43.62,44.64,2.19
2015-05-22,76.94,49.24,80.19,24.83,74.96,53.23,51.12,43.59,44.56,2.21
2015-05-26,76.43,48.88,78.91,24.61,74.23,52.65,50.48,43.0,44.27,2.14
2015-05-27,76.96,49.17,78.8,24.84,75.07,52.99,50.825,43.74,44.46,2.14
2015-05-28,76.83,49.1,78.47,24.815,75.13,52.74,50.95,43.69,44.58,2.13
2015-05-29,76.29,48.79,78.38,24.59,74.97,52.21,50.6,43.38,44.5,2.12
2015-06-01,76.53,48.78,78.22,24.62,75.23,52.45,50.62,43.49,44.56,2.19
2015-06-02,76.67,48.635,78.71,24.67,74.77,52.55,50.8,43.38,43.955,2.27
2015-06-03,77.28,48.625,78.14,24.85,74.87,52.81,50.84,43.5,43.34,2.38
2015-06-04,76.75,48.26,77.15,24.65,74.41,52.22,50.22,43.1,43.245,2.31
2015-06-05,76.51,47.605,77.67,24.78,74.33,52.26,50.01,42.95,42.71,2.41
2015-06-08,75.97,47.58,77.24,24.63,73.99,51.88,49.84,42.49,42.48,2.39
2015-06-09,75.91,47.785,77.21,24.71,73.97,51.87,49.87,42.38,42.4,2.42
2015-06-10,76.68,48.25,78.155,25.06,74.835,52.38,50.385,43.01,42.58,2.5
2015-06-11,76.93,48.26,77.85,25.15,75.34,52.68,50.51,43.05,42.93,2.39
2015-06-12,76.59,48.06,76.96,25.04,74.45,52.37,50.195,42.66,42.55,2.39
2015-06-15,76.23,47.73,76.74,24.94,74.51,51.93,49.88,42.415,42.46,2.36
2015-06-16,76.67,48.23,77.35,25.06,74.88,51.98,50.16,42.67,42.66,2.32
2015-06-17,77.01,48.49,77.19,25.04,74.96,52.12,50.365,42.73,43.035,2.32
2015-06-18,77.96,49.0,77.12,25.27,76.02,52.64,50.78,43.085,43.605,2.35
2015-06-19,77.49,48.68,75.9,24.91,75.67,52.4,50.25,42.57,42.78,2.26
2015-06-22,77.92,48.835,76.86,25.114,76.3,52.72,50.39,42.88,42.73,2.37
2015-06-23,78.21,48.645,77.1,25.18,76.43,52.59,50.255,42.93,42.135,2.42
2015-06-24,77.64,48.44,76.6,24.965,75.695,52.1,49.62,42.74,41.82,2.38
2015-06-25,77.57,48.34,75.81,24.8,76.09,51.69,49.57,42.63,41.54,2.4
2015-06-26,77.89,48.44,76.02,24.9,75.99,51.79,49.405,42.28,41.8,2.49
2015-06-29,76.13,47.7,74.62,24.29,74.16,50.81,48.23,41.38,41.565,2.33
2015-06-30,76.49,47.61,75.12,24.39,74.46,50.84,48.38,41.41,41.46,2.35
2015-07-01,77.35,48.205,74.2,24.73,75.18,51.09,48.645,41.67,41.69,2.43
2015-07-02,77.22,48.15,74.49,24.64,74.86,51.0,48.52,41.73,42.26,2.4
2015-07-06,77.065,48.14,73.55,24.55,74.81,50.8,48.105,41.58,42.39,2.3
2015-07-07,77.69,49.1,74.24,24.59,75.15,51.21,47.95,41.62,43.43,2.27
2015-07-08,76.23,48.575,72.73,24.14,73.915,50.29,46.9,40.97,43.21,2.22
2015-07-09,76.545,48.62,73.09,24.35,74.27,50.41,47.04,40.81,42.74,2.32
2015-07-10,77.66,49.15,73.47,24.64,75.27,50.94,47.72,41.43,42.965,2.42
2015-07-13,78.78,49.63,73.97,24.92,75.89,51.5,48.24,42.055,42.99,2.44
2015-07-14,78.895,49.7199,74.55,25.01,76.65,51.64,48.5,42.23,42.93,2.41
2015-07-15,78.82,49.58,73.25,25.21,76.76,51.43,48.11,42.26,43.14,2.36
2015-07-16,79.31,50.11,73.34,25.44,77.11,51.66,47.98,42.78,43.805,2.36
2015-07-17,79.15,50.05,72.45,25.38,76.95,51.64,47.665,43.43,43.34,2.34
2015-07-20,79.18,50.15,71.46,25.42,77.19,51.65,47.235,43.655,43.13,2.38
2015-07-21,78.95,50.02,71.5,25.4,76.91,51.1,46.96,43.39,42.73,2.35
2015-07-22,79.3,50.155,70.95,25.57,77.04,50.87,46.76,42.7,42.94,2.33
2015-07-23,78.83,49.95,70.86,25.36,76.78,50.4,46.09,42.59,42.32,2.28
2015-07-24,78.82,49.7,69.52,25.13,74.85,49.75,45.07,42.37,42.335,2.27
2015-07-27,78.27,49.655,68.55,24.945,74.75,49.5,44.57,42.0,42.88,2.23
2015-07-28,78.89,50.205,70.49,25.06,76.13,50.46,45.511,42.35,43.07,2.26
2015-07-29,79.69,50.375,71.44,25.26,76.27,51.08,45.85,42.625,43.23,2.29
2015-07-30,79.97,50.2,70.91,25.29,76.15,51.03,46.08,42.72,43.56,2.28
2015-07-31,80.22,50.3,69.38,25.19,76.57,50.99,45.95,42.575,43.98,2.2
2015-08-03,79.99,50.4,67.91,25.17,76.54,50.74,45.6,42.355,44.23,2.16
2015-08-04,80.27,50.385,67.68,25.15,76.52,50.71,45.795,42.09,43.5,2.23
2015-08-05,79.41,50.83,67.16,25.24,77.12,51.0,46.03,42.49,43.63,2.28
2015-08-06,78.34,50.45,68.26,25.155,75.47,50.73,45.855,42.1,43.87,2.23
2015-08-07,78.27,50.14,67.01,25.17,75.31,50.49,45.21,42.115,44.405,2.18
2015-08-10,78.94,50.35,69.185,25.43,75.9,51.48,46.345,42.77,44.22,2.24
2015-08-11,78.18,50.18,69.31,25.2,75.31,50.85,45.47,42.15,44.44,2.15
2015-08-12,77.83,50.22,70.57,24.99,75.34,50.85,45.63,42.33,45.225,2.14
2015-08-13,78.29,50.01,69.49,25.07,75.18,50.82,45.51,42.21,45.24,2.19
2015-08-14,78.365,50.16,69.34,25.25,75.37,51.14,45.72,42.41,45.58,2.2
2015-08-17,79.14,50.195,69.48,25.3,76.14,51.39,45.99,42.65,45.795,2.16
2015-08-18,79.19,49.95,69.2501,25.28,76.03,51.3,45.67,42.445,45.67,2.2
2015-08-19,79.03,49.49,67.32,25.06,75.71,50.82,45.12,42.15,45.86,2.12
2015-08-20,76.81,49.05,65.8,24.52,73.99,49.76,44.31,41.16,45.6,2.09
2015-08-21,74.3699,47.76,63.48,23.76,71.71,48.39,43.24,39.58,45.04,2.05
2015-08-24,71.38,46.06,60.07,22.63,68.86,46.67,41.33,38.16,43.38,2.01
2015-08-25,71.11,45.7,59.23,22.28,67.94,46.06,40.71,37.7,42.03,2.12
2015-08-26,73.81,47.06,61.27,23.13,70.84,47.5,41.84,39.6,42.77,2.18
2015-08-27,75.54,47.75,64.3,23.73,72.18,48.65,43.37,40.53,43.29,2.18
2015-08-28,75.55,47.645,65.75,23.64,71.83,48.66,43.615,40.58,43.145,2.19
2015-08-31,75.0,47.32,66.46,23.45,70.52,48.23,43.4,40.25,42.46,2.21
2015-09-01,73.08,46.34,64.07,22.63,68.63,46.95,42.04,38.95,41.33,2.17
2015-09-02,74.63,46.98,64.7,22.99,70.04,48.0,42.64,39.92,41.34,2.2
2015-09-03,74.67,47.285,64.87,23.09,69.57,48.02,42.91,39.91,41.54,2.18
2015-09-04,73.85,46.51,63.78,22.65,68.68,47.36,42.04,39.315,40.95,2.13
2015-09-08,75.56,47.51,64.78,23.24,70.64,48.66,43.1,40.38,41.83,2.2
2015-09-09,74.74,46.69,63.58,22.92,69.5,48.15,42.76,39.88,41.3,2.21
2015-09-10,74.96,46.81,63.94,23.02,70.15,48.17,42.865,40.255,41.23,2.23
2015-09-11,75.51,47.09,63.36,23.11,70.65,48.44,42.8,40.45,41.55,2.2
2015-09-14,75.09,46.94,62.81,23.05,70.41,48.19,42.27,40.355,41.66,2.18
2015-09-15,75.9,47.5,63.53,23.4,71.41,49.03,42.62,40.86,41.88,2.28
2015-09-16,76.76,48.04,65.32,23.54,71.61,49.39,43.21,41.04,42.29,2.3
2015-09-17,76.98,48.07,65.27,23.23,72.27,49.17,43.02,40.78,42.875,2.21
2015-09-18,75.48,47.17,63.1,22.675,70.94,48.09,41.87,40.05,42.225,2.13
2015-09-21,76.1,47.56,63.49,22.92,69.98,48.33,42.01,40.44,42.39,2.2
2015-09-22,75.1,47.01,62.78,22.615,69.52,47.63,41.23,39.8,41.85,2.14
2015-09-23,74.91,47.115,61.97,22.635,69.45,47.3,40.35,39.87,41.97,2.16
2015-09-24,74.7,47.18,62.23,22.47,68.75,47.01,40.245,39.87,42.31,2.13
2015-09-25,74.69,47.49,62.36,22.805,66.88,47.1,40.185,39.82,42.74,2.17
2015-09-28,72.53,46.77,59.86,22.275,64.28,46.17,38.94,38.92,42.51,2.1
2015-09-29,72.3,46.755,59.79,22.34,64.88,46.48,39.105,38.725,42.54,2.05
2015-09-30,74.24,47.2,61.21,22.64,66.23,47.18,39.94,39.5,43.28,2.06
2015-10-01,74.7997,47.2,61.33,22.69,66.91,47.07,40.36,39.51,42.78,2.05
2015-10-02,75.87,47.86,63.88,22.68,68.29,47.67,41.35,40.07,43.34,1.99
2015-10-05,76.98,48.675,65.8,23.17,68.485,49.02,42.43,40.85,43.91,2.07
2015-10-06,76.44,48.35,67.24,23.065,66.91,48.97,42.98,40.92,43.61,2.05
2015-10-07,76.69,48.76,68.11,23.26,67.9,49.62,43.565,41.1,43.48,2.08
2015-10-08,77.6,49.335,69.42,23.38,68.14,50.31,44.18,41.295,44.0,2.12
2015-10-09,77.72,49.47,68.92,23.24,68.43,50.48,44.15,41.46,43.8,2.12
2015-10-13,77.67,49.28,67.33,23.12,67.79,49.95,43.59,41.435,44.1,2.06
2015-10-14,76.86,48.7,67.8999,22.91,67.62,49.41,43.98,41.38,44.0992,1.99
2015-10-15,77.86,49.18,69.15,23.43,69.13,49.95,44.08,41.875,44.73,2.04
2015-10-16,78.29,49.65,69.2,23.54,69.77,49.69,44.08,41.985,44.8,2.04
2015-10-19,78.68,49.84,67.85,23.54,69.97,49.76,43.77,42.12,44.83,2.04
2015-10-20,78.53,49.83,68.04,23.67,68.92,50.09,43.86,42.02,44.97,2.08
2015-10-21,78.2,49.82,67.23,23.48,68.29,50.1,43.45,41.69,44.88,2.04
2015-10-22,79.29,50.8,68.43,23.89,67.9001,51.5,44.64,42.63,45.41,2.04
2015-10-23,79.62,50.755,68.28,24.14,69.31,51.69,45.01,43.81,44.6,2.09
2015-10-26,80.2,50.65,66.57,24.045,69.59,51.57,44.66,43.65,44.42,2.07
2015-10-27,79.79,50.7,65.79,23.9,70.86,51.01,44.455,43.425,44.3,2.05
2015-10-28,80.56,50.42,67.25,24.49,71.49,51.41,45.125,44.04,43.8,2.1
2015-10-29,80.78,50.41,67.57,24.4,71.79,51.38,45.2,43.92,43.55,2.19
2015-10-30,80.96,49.87,68.03,24.07,71.36,51.32,45.32,43.64,43.76,2.16
2015-11-02,81.31,50.17,69.63,24.44,72.82,51.91,45.57,44.02,43.81,2.2
2015-11-03,81.66,49.93,71.42,24.445,72.57,51.95,45.75,44.26,43.93,2.23
2015-11-04,81.12,49.71,70.78,24.37,72.31,51.81,45.46,44.3,44.16,2.25
2015-11-05,81.44,49.71,70.14,24.48,72.06,51.88,45.21,44.18,43.8,2.26
2015-11-06,81.41,49.17,69.79,24.73,71.76,51.88,45.32,44.33,42.24,2.34
2015-11-09,80.33,48.845,69.085,24.45,71.2,51.48,45.02,43.9,42.38,2.36
2015-11-10,81.04,48.995,69.28,24.56,71.685,51.47,44.705,43.62,42.76,2.32
2015-11-12,79.82,48.26,66.24,24.11,69.75,50.84,43.86,43.23,42.68,2.32
2015-11-13,77.7,47.85,65.99,23.91,69.56,50.61,44.39,42.38,42.54,2.28
2015-11-16,78.6499,48.65,68.2,24.2,70.44,51.26,44.96,43.01,43.27,2.27
2015-11-17,78.815,48.61,67.42,24.16,70.72,51.16,44.92,43.03,42.46,2.25
2015-11-18,80.18,49.29,68.54,24.6,72.1,51.87,45.705,43.665,42.775,2.27
2015-11-19,80.24,49.43,67.61,24.63,70.91,52.09,45.66,43.865,43.2,2.24
2015-11-20,81.24,49.09,66.915,24.66,71.52,52.36,45.535,44.18,43.4,2.26
2015-11-23,81.52,49.49,67.4,24.57,71.35,52.09,45.57,43.95,43.0,2.25
2015-11-24,81.35,49.61,68.84,24.5,71.56,52.01,45.94,43.96,42.91,2.24
2015-11-25,81.75,49.76,68.27,24.51,71.945,52.01,45.65,43.8,42.65,2.23
2015-11-27,81.46,49.95,67.77,24.58,72.08,52.1,45.61,43.89,42.76,2.22
2015-11-30,80.79,49.44,68.04,24.535,71.13,51.76,45.71,43.95,42.83,2.21
2015-12-01,81.595,49.82,68.55,24.82,72.2972,52.01,46.025,44.345,43.16,2.15
2015-12-02,80.89,49.58,66.43,24.53,71.69,51.48,45.44,44.085,42.21,2.18
2015-12-03,79.69,49.34,65.11,24.14,70.14,50.84,45.04,43.52,41.86,2.33
2015-12-04,81.2,50.43,64.71,24.77,71.77,51.59,45.81,44.55,42.48,2.28
2015-12-07,80.89,50.59,62.26,24.57,71.385,51.34,45.02,44.37,42.65,2.23
2015-12-08,80.62,50.46,61.59,24.24,71.53,50.51,44.14,44.25,42.59,2.24
2015-12-09,79.63,49.99,62.41,23.96,70.82,50.36,45.5,43.62,42.6,2.22
2015-12-10,79.87,50.005,62.8,23.985,71.36,50.6,45.16,43.7,41.905,2.24
2015-12-11,78.04,49.48,60.46,23.46,70.3,49.75,43.97,42.82,41.78,2.13
2015-12-14,78.43,49.95,60.78,23.51,70.76,49.93,43.37,43.13,41.975,2.23
2015-12-15,78.88,50.28,62.3,24.06,71.665,49.94,43.585,43.31,42.34,2.28
2015-12-16,80.2,51.26,61.91,24.45,72.59,50.83,44.04,43.9,43.42,2.3
2015-12-17,78.9161,50.61,60.39,24.07,71.79,49.99,43.18,43.23,43.48,2.24
2015-12-18,77.38,49.35,58.79,23.32,70.49,49.23,42.3,42.16,42.48,2.19
2015-12-21,77.73,49.89,58.84,23.53,71.105,49.61,42.67,42.615,42.5,2.2
2015-12-22,78.27,50.53,59.53,23.74,71.62,50.3,43.19,42.92,42.8308,2.24
2015-12-23,78.7,50.93,62.14,24.05,72.39,50.89,44.22,43.28,43.52,2.27
2015-12-24,78.47,50.84,61.59,24.03,72.44,50.87,44.12,43.2,43.47,2.25
2015-12-28,78.69,50.795,60.44,23.98,72.13,50.75,43.78,43.24,43.55,2.24
2015-12-29,79.56,51.22,60.88,24.25,72.99,51.24,44.23,43.8,43.79,2.32
2015-12-30,78.96,51.05,60.04,24.05,72.7,50.81,43.79,43.45,43.7489,2.31
2015-12-31,78.16,50.48,60.32,23.83,72.05,50.44,43.44,42.86,43.27,2.27
2016-01-04,76.82,49.84,60.34,23.38,70.69,49.76,42.74,42.27,43.18,2.24
2016-01-05,76.71,50.185,60.55,23.45,71.09,49.9,42.72,42.14,43.51,2.25
2016-01-06,75.96,50.01,58.16,23.09,70.48,49.13,41.61,41.64,43.425,2.18
2016-01-07,74.39,49.405,56.81,22.44,69.03,47.79,40.46,40.42,43.11,2.16
2016-01-08,73.6,49.02,56.04,22.08,68.03,47.31,40.04,40.1,43.09,2.13
2016-01-11,74.23,49.49,54.84,22.15,67.21,47.34,39.39,40.365,43.35,2.17
2016-01-12,75.01,49.73,54.96,22.29,68.05,47.72,39.44,40.81,43.16,2.12
2016-01-13,72.46,48.855,53.6801,21.7,66.06,46.57,38.52,39.74,43.16,2.08
2016-01-14,73.0,49.08,56.0,21.91,67.83,47.12,39.06,40.5,43.8,2.1
2016-01-15,71.49,48.32,54.34,21.4099,66.88,46.29,38.26,39.34,43.4,2.03
2016-01-19,71.78,48.9,53.17,21.41,66.83,46.28,37.775,39.39,44.05,2.06
2016-01-20,71.12,48.28,51.79,20.96,66.98,45.68,37.52,39.09,43.05,2.01
2016-01-21,72.05,48.47,53.36,20.89,66.78,45.88,37.85,39.295,43.04,2.02
2016-01-22,73.32,49.26,55.76,21.29,67.84,46.28,38.52,40.385,43.79,2.07
2016-01-25,72.46,48.86,53.16,20.83,67.23,45.71,37.27,39.89,43.425,2.03
2016-01-26,73.52,49.29,55.17,21.19,67.725,46.58,37.94,40.295,43.74,2.01
2016-01-27,72.42,49.24,54.87,21.105,66.98,46.05,37.63,39.45,43.84,2.02
2016-01-28,73.28,49.74,56.61,21.12,65.42,46.32,37.69,39.96,44.5399,2.0
2016-01-29,74.12,50.77,58.23,21.72,66.46,47.57,38.78,41.25,45.4,1.94
2016-02-01,74.54,50.94,57.2,21.611,66.58,47.45,38.925,41.4,45.85,1.97
2016-02-02,73.13,50.29,55.3,21.04,65.64,46.5,38.65,40.635,46.06,1.87
2016-02-03,72.91,50.17,57.33,21.06,66.01,47.25,39.96,40.59,46.61,1.88
2016-02-04,72.49,49.7,57.28,21.25,65.69,48.07,41.07,40.65,46.41,1.87
2016-02-05,70.17,49.64,55.94,20.96,64.41,47.61,40.63,39.49,46.56,1.86
2016-02-08,68.82,49.51,55.67,20.4,63.53,47.21,39.53,38.92,46.4,1.75
2016-02-09,68.67,49.82,54.32,20.38,64.01,47.5,40.0,38.74,46.58,1.74
2016-02-10,68.59,49.76,54.11,20.29,64.57,47.25,39.64,38.835,46.53,1.71
2016-02-11,68.53,49.36,53.86,19.68,63.49,46.33,38.8,38.72,45.69,1.63
2016-02-12,69.76,50.06,55.3,20.48,64.38,47.26,39.91,39.26,45.56,1.74
2016-02-16,71.47,50.45,55.84,20.84,65.56,48.21,40.54,39.95,45.84,1.78
2016-02-17,72.99,50.98,57.65,21.1,66.43,48.96,41.36,40.79,45.75,1.81
2016-02-18,72.52,50.75,56.93,20.98,65.99,48.93,41.19,40.615,46.51,1.75
2016-02-19,72.75,50.855,56.8,20.99,65.94,48.83,40.73,40.67,46.22,1.76
2016-02-22,74.13,51.08,58.27,21.31,66.84,49.66,41.51,41.195,46.73,1.77
2016-02-23,73.73,51.07,56.28,20.93,66.36,49.16,40.52,40.53,46.77,1.74
2016-02-24,74.145,51.22,56.85,20.88,66.55,49.19,40.945,40.87,47.02,1.75
