,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU,10 YR
2012-09-20,47.74,36.38,74.93,15.95,40.23,32.85,37.81,31.61,36.4,1.8
2012-09-21,47.54,36.01,74.69,15.825,40.23,32.78,37.455,31.52,36.03,1.77
2012-09-24,47.37,36.08,74.25,15.83,40.29,32.78,37.33,31.3,36.4,1.74
2012-09-25,46.84,35.83,73.47,15.6,40.27,32.34,36.74,30.87,36.29,1.7
2012-09-26,46.53,35.83,72.785,15.495,40.07,32.22,36.57,30.65,36.38,1.64
2012-09-27,47.0,35.94,73.83,15.65,40.305,32.52,37.02,31.05,36.22,1.66
2012-09-28,46.77,35.82,73.43,15.59,40.11,32.39,36.78,30.81,36.38,1.65
2012-10-01,46.79,36.07,73.86,15.65,40.36,32.54,36.91,30.75,36.24,1.64
2012-10-02,46.67,36.08,73.915,15.69,40.56,32.49,36.71,30.8,36.4,1.64
2012-10-03,47.07,36.21,73.0,15.84,40.865,32.65,36.56,30.97,36.595,1.64
2012-10-04,47.48,36.37,73.79,16.07,41.14,32.84,37.02,31.05,36.81,1.7
2012-10-05,47.62,36.51,73.57,16.07,41.18,32.95,37.19,30.87,36.745,1.75
2012-10-09,46.77,36.06,73.77,15.935,40.64,32.49,36.77,30.175,36.76,1.74
2012-10-10,46.46,35.92,72.38,15.94,40.33,32.18,36.39,30.06,36.66,1.72
2012-10-11,46.25,35.81,72.98,16.03,40.38,32.28,36.53,29.948,36.69,1.7
2012-10-12,46.23,35.87,72.57,15.81,40.33,32.32,36.35,29.92,36.49,1.69
2012-10-15,46.72,36.07,72.91,16.0,40.87,32.54,36.67,30.06,36.66,1.7
2012-10-16,47.11,36.18,74.15,16.1,41.32,32.88,37.54,30.48,36.77,1.75
2012-10-17,47.41,36.335,74.99,16.29,41.32,33.08,37.86,30.31,37.24,1.83
2012-10-18,47.42,36.16,75.0,16.33,41.34,33.18,37.9,29.98,37.41,1.86
2012-10-19,46.6,35.7,73.81,16.11,40.63,32.62,37.12,29.3,37.15,1.79
2012-10-22,46.41,35.72,73.48,16.11,40.645,32.53,37.24,29.5,36.99,1.83
2012-10-23,46.05,35.2645,71.74,15.85,40.08,32.2,36.13,29.155,36.6699,1.79
2012-10-24,45.87,35.25,71.22,15.85,40.15,32.0,36.135,29.0,36.43,1.8
2012-10-25,45.77,35.46,71.86,15.885,40.47,32.18,36.02,28.94,36.58,1.86
2012-10-26,45.9,35.34,71.97,15.8,40.3038,32.2,36.08,29.0,36.57,1.78
2012-10-31,46.06,35.43,71.84,15.89,40.015,32.35,36.0,28.86,36.89,1.72
2012-11-01,46.64,35.42,72.29,16.095,40.35,32.93,36.76,29.35,36.52,1.75
2012-11-02,46.549,35.22,71.04,16.01,40.1,32.65,36.06,28.96,36.26,1.75
2012-11-05,46.7,35.17,71.65,15.97,40.17,32.83,36.32,29.12,35.67,1.72
2012-11-06,46.94,35.39,72.76,16.15,40.23,33.19,36.72,29.27,35.68,1.78
2012-11-07,46.38,34.98,70.79,15.61,39.51,32.41,36.14,28.5,34.94,1.68
2012-11-08,45.64,34.595,69.56,15.48,39.06,32.07,35.63,28.11,34.89,1.62
2012-11-09,45.46,34.63,69.57,15.51,39.17,32.16,35.57,28.255,34.67,1.61
2012-11-13,45.6,34.57,69.39,15.42,39.22,32.16,35.49,28.04,34.51,1.59
2012-11-14,44.9,34.22,68.55,15.14,38.74,31.4,34.9,27.77,34.26,1.59
2012-11-15,44.85,34.18,68.62,15.19,38.66,31.4,34.77,27.61,34.033,1.58
2012-11-16,45.16,34.41,68.9,15.28,38.94,31.49,34.86,27.67,34.39,1.58
2012-11-19,46.14,34.97,70.54,15.565,39.34,32.09,35.86,28.42,34.39,1.61
2012-11-20,46.39,35.09,70.25,15.655,39.56,32.11,35.89,28.29,34.32,1.66
2012-11-21,46.55,35.16,70.64,15.65,39.57,32.16,35.92,28.41,34.1899,1.69
2012-11-23,47.15,35.67,71.58,15.85,40.03,32.57,36.42,28.86,34.095,1.7
2012-11-26,46.95,35.42,70.91,15.785,39.85,32.6,36.42,28.97,34.53,1.66
2012-11-27,46.77,35.38,70.3,15.64,39.62,32.53,36.29,28.85,34.61,1.64
2012-11-28,47.36,35.73,71.01,15.71,39.92,32.8,36.43,29.02,34.77,1.63
2012-11-29,47.51,35.9,71.15,15.78,40.175,32.99,36.66,29.17,34.9793,1.62
2012-11-30,47.51,36.01,71.07,15.75,40.23,32.92,36.71,29.12,35.29,1.62
2012-12-03,47.28,35.9,70.68,15.7,40.15,32.57,36.04,29.08,35.093,1.63
2012-12-04,47.09,35.81,70.39,15.65,40.22,32.69,36.07,29.02,34.91,1.62
2012-12-05,46.95,35.89,70.9,15.85,40.35,33.04,35.68,28.73,35.46,1.6
2012-12-06,47.27,35.94,71.11,15.905,40.36,33.03,35.76,28.92,35.425,1.59
2012-12-07,47.4001,36.17,71.55,16.03,40.48,33.24,36.05,28.77,35.45,1.64
2012-12-10,47.16,36.13,71.49,15.98,40.64,33.41,36.3,28.84,35.48,1.63
2012-12-11,47.28,36.18,71.89,16.06,41.08,33.48,36.56,29.24,35.55,1.66
2012-12-12,47.36,36.09,72.15,16.145,41.02,33.53,36.48,29.18,35.5,1.72
2012-12-13,47.06,36.02,71.51,16.05,40.67,33.43,36.345,28.97,35.3499,1.74
2012-12-14,46.88,35.95,71.24,16.0,40.53,33.35,36.67,28.7,35.22,1.72
2012-12-17,47.72,36.04,71.88,16.34,40.815,33.66,37.03,29.05,35.75,1.78
2012-12-18,48.25,36.05,73.18,16.58,41.135,34.1,37.47,29.47,36.02,1.84
2012-12-19,47.89,35.68,72.66,16.465,40.7,33.91,37.29,29.31,35.73,1.82
2012-12-20,48.02,35.89,73.2,16.7,40.76,34.09,37.67,29.385,35.87,1.81
2012-12-21,47.24,35.16,72.08,16.4,40.22,33.9,37.02,28.96,35.29,1.77
2012-12-24,47.32,35.05,71.5,16.38,40.07,33.8,37.2,28.86,35.16,1.79
2012-12-26,46.85,34.77,71.19,16.365,39.91,33.68,37.44,28.7,34.85,1.77
2012-12-27,46.9,34.83,71.08,16.31,39.87,33.63,37.28,28.675,34.79,1.74
2012-12-28,46.49,34.48,69.83,16.17,39.45,33.26,36.8,28.34,34.445,1.73
2012-12-31,47.46,34.89,71.42,16.41,39.94,33.87,37.56,28.92,34.94,1.78
2013-01-02,48.42,35.81,72.982,16.87,40.7,34.69,38.48,29.78,35.57,1.86
2013-01-03,48.57,35.7,72.99,16.86,40.72,34.7,38.21,29.63,35.57,1.92
2013-01-04,48.72,35.81,73.8,17.065,40.9,34.96,38.655,29.5,35.75,1.93
2013-01-07,48.59,35.56,73.22,17.005,41.04,34.81,38.59,29.47,35.34,1.92
2013-01-08,48.47,35.48,72.99,16.97,41.04,34.54,38.64,29.335,35.285,1.89
2013-01-09,48.56,35.55,72.83,16.935,41.47,34.89,38.9,29.39,35.21,1.88
2013-01-10,48.84,35.77,73.54,17.155,41.79,35.06,39.04,29.55,35.3775,1.91
2013-01-11,48.9,35.9,73.64,17.11,41.74,34.94,39.0,29.605,35.39,1.89
2013-01-14,49.01,36.02,73.62,17.07,41.83,35.07,39.04,29.385,35.34,1.89
2013-01-15,49.34,36.125,73.97,17.13,41.75,35.17,39.05,29.2,35.43,1.86
2013-01-16,49.22,36.1,74.25,17.15,41.68,35.03,38.81,29.33,35.25,1.84
2013-01-17,49.76,36.34,74.76,17.135,42.04,35.4,39.11,29.44,35.41,1.89
2013-01-18,49.84,36.47,75.44,17.15,42.17,35.69,39.32,29.39,35.69,1.87
2013-01-22,49.96,36.485,76.2,17.305,42.31,35.83,39.69,29.45,35.98,1.86
2013-01-23,50.0,36.48,75.93,17.3,42.26,35.84,39.51,29.78,35.89,1.86
2013-01-24,50.37,36.57,76.2,17.39,42.54,36.05,39.61,29.26,36.06,1.88
2013-01-25,50.89,36.76,76.91,17.47,42.87,36.17,39.77,29.31,36.25,1.98
2013-01-28,50.67,36.79,76.72,17.4,42.69,36.2,39.38,29.385,36.2,2.0
2013-01-29,50.48,37.01,78.07,17.47,43.17,36.28,39.6,29.435,36.47,2.03
2013-01-30,50.38,36.93,77.58,17.39,43.04,35.95,39.38,29.36,36.495,2.03
2013-01-31,50.13,36.88,77.33,17.38,42.9,35.82,39.05,29.39,36.62,2.02
2013-02-01,50.41,37.17,78.06,17.615,43.24,36.17,39.51,29.74,36.69,2.04
2013-02-04,49.82,36.85,77.37,17.39,42.76,35.86,39.11,29.335,36.46,2.0
2013-02-05,50.35,37.24,77.9865,17.5861,43.25,36.19,39.33,29.69,36.53,2.04
2013-02-06,50.45,37.31,78.06,17.61,43.24,36.2,39.38,29.68,36.64,2.0
2013-02-07,50.31,37.52,77.88,17.55,43.08,36.15,39.15,29.68,36.69,1.99
2013-02-08,50.7,37.49,78.6,17.605,43.37,36.29,39.4,29.93,36.695,1.99
2013-02-11,50.55,37.47,78.18,17.675,43.3,36.27,39.32,29.96,36.78,1.99
2013-02-12,50.76,37.43,78.39,17.815,43.25,36.43,39.37,29.88,36.94,2.02
2013-02-13,50.86,37.48,78.69,17.77,43.23,36.62,39.52,29.865,36.92,2.05
2013-02-14,50.88,37.555,79.3,17.83,43.32,36.68,39.36,29.8,36.63,2.0
2013-02-15,50.93,37.61,78.4399,17.77,43.4,36.7,39.35,29.77,36.73,2.01
2013-02-19,51.14,37.99,79.36,17.92,43.6755,36.96,39.19,29.97,37.05,2.03
2013-02-20,50.36,37.915,77.67,17.67,43.39,36.48,38.09,29.565,36.975,2.02
2013-02-21,49.93,38.04,77.12,17.515,43.2,36.21,37.74,29.34,36.81,1.99
2013-02-22,50.23,38.25,77.99,17.73,43.41,36.5,38.23,29.69,37.19,1.97
2013-02-25,49.4,37.72,75.89,17.2599,42.88,35.75,37.36,29.26,36.83,1.88
2013-02-26,49.91,37.85,76.65,17.35,43.0,35.96,37.76,29.44,36.97,1.88
2013-02-27,50.68,38.11,77.88,17.63,43.5,36.64,38.41,29.7,37.33,1.91
2013-02-28,50.69,38.09,77.9,17.59,43.44,36.62,38.48,29.64,37.451,1.89
2013-03-01,51.01,38.22,77.76,17.64,43.77,36.55,38.52,29.69,37.52,1.86
2013-03-04,51.49,38.51,77.59,17.79,44.03,36.48,38.57,29.76,37.87,1.88
2013-03-05,52.01,38.64,78.17,17.94,44.42,37.0,38.83,30.2,38.08,1.9
2013-03-06,51.97,38.56,78.23,18.07,44.5,37.0,39.15,30.16,38.07,1.95
2013-03-07,52.05,38.54,78.6,18.2,44.45,37.03,39.26,30.235,37.89,2.0
2013-03-08,52.61,38.62,78.98,18.25,44.54,37.38,39.59,30.29,37.99,2.06
2013-03-11,52.75,38.66,79.0,18.38,44.76,37.5,39.78,30.37,38.092,2.07
2013-03-12,52.6,38.63,79.12,18.2756,44.95,37.29,39.83,30.25,37.97,2.03
2013-03-13,52.88,38.72,78.94,18.34,44.98,37.47,39.74,30.22,38.11,2.04
2013-03-14,52.95,38.84,80.02,18.45,45.04,37.64,39.98,30.445,38.21,2.04
2013-03-15,52.61,38.49,79.62,18.44,44.7,37.69,39.85,30.21,38.13,2.01
2013-03-18,52.21,38.38,78.92,18.27,44.46,37.45,39.57,30.19,37.92,1.96
2013-03-19,51.84,38.69,78.09,18.17,44.46,37.42,39.41,30.16,38.02,1.92
2013-03-20,52.45,39.09,78.58,18.29,44.87,37.46,39.7,30.329,38.31,1.96
2013-03-21,52.0,38.95,78.11,18.08,44.6,37.09,39.03,29.975,38.11,1.95
2013-03-22,52.61,39.29,78.73,18.18,44.93,37.37,39.055,30.17,38.17,1.93
2013-03-25,52.51,39.26,78.46,18.12,44.79,37.04,38.78,30.09,38.09,1.93
2013-03-26,52.8,39.65,79.32,18.2443,45.33,37.23,39.03,30.29,38.47,1.92
2013-03-27,52.81,39.58,79.54,18.1601,45.56,37.23,39.04,30.19,38.62,1.87
2013-03-28,52.97,39.76,79.28,18.19,45.97,37.45,39.21,30.25,39.09,1.87
2013-04-01,52.61,39.75,79.14,18.11,46.095,37.04,38.84,30.05,39.015,1.86
2013-04-02,53.06,40.175,78.69,18.23,46.74,36.92,38.49,30.2,39.16,1.88
2013-04-03,52.52,39.73,77.25,17.9258,46.49,36.7,38.16,29.97,39.05,1.83
2013-04-04,52.84,39.93,77.16,18.081,46.67,36.86,38.47,29.97,39.41,1.78
2013-04-05,52.61,39.67,77.33,18.03,46.38,36.79,38.3,29.75,39.58,1.72
2013-04-08,53.18,40.1,77.85,18.21,46.45,37.0,38.44,29.85,39.89,1.76
2013-04-09,53.05,40.07,78.48,18.28,46.61,37.12,38.86,30.06,39.76,1.78
2013-04-10,53.66,40.37,78.93,18.51,47.389,37.62,39.14,30.59,40.08,1.84
2013-04-11,54.12,40.57,79.23,18.55,47.84,37.71,39.31,30.5,40.18,1.82
2013-04-12,54.4,40.72,78.01,18.48,47.92,37.5,38.76,30.37,40.32,1.75
2013-04-15,52.99,40.08,74.76,18.065,47.03,36.36,37.28,29.88,39.75,1.72
2013-04-16,53.72,40.8,75.77,18.36,47.72,36.85,37.98,30.25,40.21,1.75
2013-04-17,53.19,40.45,74.07,18.02,47.5,36.24,37.43,29.61,40.0,1.73
2013-04-18,52.6,40.39,74.71,17.83,46.93,36.08,37.33,29.32,40.14,1.72
2013-04-19,53.23,41.0,74.53,18.07,47.61,36.26,37.75,29.33,40.72,1.73
2013-04-22,53.48,41.1,75.39,18.1,47.89,36.3,38.13,29.575,40.69,1.72
2013-04-23,54.01,41.43,76.23,18.43,48.18,36.56,38.46,29.91,40.79,1.74
2013-04-24,54.05,40.79,77.25,18.53,47.35,36.94,39.04,29.94,40.92,1.73
2013-04-25,54.52,40.88,77.32,18.65,47.56,37.13,39.45,30.06,40.95,1.74
2013-04-26,54.28,40.9,77.19,18.56,47.54,37.02,38.91,30.05,40.97,1.7
2013-04-29,54.46,41.01,77.97,18.65,47.7,37.21,39.49,30.46,41.29,1.7
2013-04-30,54.58,40.95,78.29,18.7,47.31,37.22,39.56,30.79,41.42,1.7
2013-05-01,54.33,40.9,77.04,18.5,46.86,36.74,38.87,30.56,41.03,1.66
2013-05-02,54.85,41.04,78.06,18.65,47.35,37.19,39.13,30.91,40.95,1.66
2013-05-03,55.53,41.22,79.5,18.85,47.65,37.83,39.83,31.2,40.88,1.78
2013-05-06,55.71,40.91,80.03,19.05,47.37,38.07,39.93,31.35,40.31,1.8
2013-05-07,56.13,41.24,80.62,19.15,47.5,38.42,40.31,31.33,40.7,1.82
2013-05-08,56.24,41.29,80.76,19.3,47.66,38.67,40.67,31.58,40.355,1.81
2013-05-09,56.32,40.99,80.68,19.15,47.72,38.67,40.61,31.48,39.72,1.81
2013-05-10,56.76,41.16,80.29,19.2301,48.22,38.78,40.58,31.59,39.82,1.9
2013-05-13,56.78,41.24,80.27,19.31,48.57,38.63,40.3,31.5,39.63,1.92
2013-05-14,57.35,41.72,81.39,19.64,49.07,39.11,40.78,31.62,39.91,1.96
2013-05-15,57.66,42.14,81.16,19.82,49.32,39.27,41.01,31.71,40.25,1.94
2013-05-16,57.0,41.87,80.74,19.69,48.82,39.07,40.81,31.86,39.93,1.87
2013-05-17,57.57,41.94,82.1301,19.96,49.1,39.66,41.3,32.2,40.33,1.95
2013-05-20,57.37,41.53,83.3,19.99,48.78,39.78,41.32,32.18,40.14,1.97
2013-05-21,57.63,41.55,83.15,20.04,49.29,39.83,41.24,32.09,40.2,1.94
2013-05-22,57.1,41.47,82.16,19.82,49.27,39.48,40.73,31.75,39.52,2.03
2013-05-23,56.93,41.32,82.07,19.71,49.27,39.38,40.69,31.75,39.24,2.02
2013-05-24,56.81,41.7,81.7,19.73,49.13,39.25,40.57,31.7,38.83,2.01
2013-05-28,57.33,41.75,82.54,19.93,49.59,39.46,40.93,31.83,38.4,2.15
2013-05-29,56.78,40.97,82.38,19.93,48.85,39.23,40.82,31.75,37.83,2.13
2013-05-30,56.74,40.82,82.17,20.16,49.18,39.46,40.925,31.95,37.91,2.13
2013-05-31,56.12,40.05,80.51,19.83,48.12,39.09,40.29,31.65,37.68,2.16
2013-06-03,56.4,40.48,81.25,19.87,48.35,39.28,40.5,31.82,37.75,2.13
2013-06-04,56.15,40.48,80.59,19.68,48.03,39.06,40.43,31.69,37.6,2.14
2013-06-05,55.25,40.01,79.7,19.35,47.38,38.35,39.6,31.37,37.29,2.1
2013-06-06,55.82,40.19,80.34,19.64,48.06,38.59,39.82,31.48,37.75,2.08
2013-06-07,56.82,40.71,81.28,19.97,48.52,39.32,40.17,31.75,38.025,2.17
2013-06-10,56.66,40.69,81.07,19.99,48.58,39.2,40.38,31.8,37.95,2.22
2013-06-11,56.12,40.57,79.84,19.65,48.38,38.85,39.82,31.48,37.72,2.2
2013-06-12,55.5,40.38,79.3,19.45,47.89,38.58,39.62,31.235,37.31,2.25
2013-06-13,56.5,40.8,80.7,19.81,48.63,39.14,40.32,31.61,37.95,2.19
2013-06-14,56.33,40.68,79.89,19.55,48.52,38.88,40.06,31.39,37.99,2.14
2013-06-17,56.65,41.03,81.02,19.75,48.66,39.19,40.37,31.68,38.12,2.19
2013-06-18,57.225,41.21,81.51,19.86,49.08,39.64,40.56,31.925,38.38,2.2
2013-06-19,56.5899,40.39,80.705,19.59,48.29,39.04,40.265,31.53,37.5,2.33
2013-06-20,55.09,39.1699,78.42,19.17,47.07,38.15,39.22,30.834,36.43,2.41
2013-06-21,55.08,39.465,78.18,19.115,47.29,38.19,38.81,30.53,36.54,2.52
2013-06-24,54.51,39.26,77.0099,18.77,46.88,37.55,38.16,30.14,36.522,2.57
2013-06-25,55.02,39.34,77.98,19.13,47.1,37.98,38.43,30.41,36.99,2.6
2013-06-26,55.735,39.73,78.49,19.325,47.81,38.35,38.58,30.56,37.47,2.55
2013-06-27,56.22,39.9,78.61,19.57,47.9751,38.73,38.55,30.705,37.54,2.49
2013-06-28,56.36,39.65,78.28,19.43,47.56,38.5,38.33,30.56,37.66,2.52
2013-07-01,56.8,39.97,78.84,19.53,47.77,38.89,38.61,30.75,37.17,2.5
2013-07-02,56.9,40.01,79.02,19.54,47.63,38.47,38.47,30.8,37.13,2.48
2013-07-03,57.18,39.92,79.02,19.4701,47.58,38.49,38.46,30.98,37.08,2.52
2013-07-05,57.78,40.02,79.92,19.82,48.21,39.1,38.72,31.18,36.91,2.73
2013-07-08,58.29,40.41,80.46,19.96,48.48,39.2,38.95,31.15,37.44,2.65
2013-07-09,58.54,40.74,81.32,20.13,48.61,39.76,39.55,31.28,37.72,2.65
2013-07-10,58.59,40.8,80.82,20.01,48.95,39.75,39.53,31.3951,37.91,2.7
2013-07-11,59.43,41.43,81.59,20.19,49.57,40.38,40.19,31.91,38.52,2.6
2013-07-12,59.73,41.43,81.9,20.34,49.88,40.13,40.04,31.93,38.63,2.61
2013-07-15,59.57,41.48,81.85,20.44,49.91,40.28,40.14,32.01,39.27,2.57
2013-07-16,59.25,41.35,81.35,20.36,49.665,40.06,39.82,32.04,39.05,2.55
2013-07-17,59.29,41.42,81.69,20.45,49.75,40.18,40.19,32.07,39.01,2.52
2013-07-18,59.62,41.56,82.57,20.73,49.91,40.59,40.21,31.99,39.4099,2.56
2013-07-19,59.575,41.8,83.7,20.72,50.59,41.0,40.41,31.45,39.37,2.5
2013-07-22,59.53,41.72,83.46,20.865,50.8,41.03,40.53,31.55,39.34,2.5
2013-07-23,59.45,41.63,83.59,20.81,50.63,41.0,40.64,31.43,39.47,2.53
2013-07-24,59.25,41.36,82.66,20.64,50.56,40.69,40.26,31.62,38.86,2.61
2013-07-25,59.31,41.55,83.21,20.66,50.82,40.7,40.64,31.64,39.21,2.61
2013-07-26,59.53,41.53,82.98,20.6301,51.14,40.57,40.49,31.7,39.34,2.58
2013-07-29,59.22,41.43,82.33,20.49,51.0,40.46,40.71,31.69,39.43,2.61
2013-07-30,59.061,41.37,82.13,20.47,50.98,40.63,40.615,31.84,39.55,2.63
2013-07-31,59.35,41.37,82.42,20.485,51.02,40.78,40.475,31.73,39.25,2.6
2013-08-01,60.3,41.74,83.76,20.81,51.32,41.47,40.78,32.06,39.58,2.74
2013-08-02,60.73,41.77,83.38,20.81,51.35,41.55,41.02,32.22,39.56,2.63
2013-08-05,60.58,41.79,83.17,20.765,51.27,41.39,40.905,32.29,39.28,2.67
2013-08-06,60.32,41.74,82.68,20.58,51.06,41.08,40.53,32.11,39.07,2.67
2013-08-07,59.81,41.54,82.37,20.45,51.08,41.02,40.53,32.03,39.28,2.61
2013-08-08,60.22,41.74,82.81,20.485,51.09,41.21,41.14,32.12,39.41,2.58
2013-08-09,60.06,41.56,82.6,20.43,50.91,41.07,41.39,31.97,39.14,2.57
2013-08-12,60.01,41.47,82.24,20.345,50.71,41.13,41.31,32.18,38.92,2.61
2013-08-13,60.0,41.49,82.38,20.425,50.87,41.31,41.46,32.39,38.74,2.71
2013-08-14,59.35,41.18,82.02,20.36,50.47,41.02,41.38,32.38,38.48,2.71
2013-08-15,58.3,40.54,81.59,20.06,49.66,40.56,41.08,31.85,37.95,2.77
2013-08-16,58.1,40.28,81.23,20.03,49.39,40.61,40.76,31.81,37.54,2.84
2013-08-19,57.86,40.1,79.92,19.75,49.49,40.4,40.41,31.72,37.2499,2.88
2013-08-20,58.42,40.105,80.42,19.94,49.62,40.47,40.67,31.77,37.58,2.82
2013-08-21,57.93,39.81,79.99,19.81,49.36,40.19,40.38,31.69,37.14,2.87
2013-08-22,58.52,39.99,81.19,20.04,49.64,40.74,40.83,31.84,37.37,2.9
2013-08-23,58.52,40.21,81.79,20.05,49.77,40.75,41.18,32.06,37.66,2.82
2013-08-26,58.4,39.74,81.61,19.94,49.87,40.66,41.19,31.93,37.36,2.79
2013-08-27,57.46,39.5,81.08,19.44,49.01,39.84,40.44,31.34,37.34,2.72
2013-08-28,57.75,39.22,82.47,19.49,49.24,39.87,40.37,31.39,37.5,2.78
2013-08-29,58.02,39.39,81.6,19.54,49.39,39.99,40.5,31.55,37.29,2.75
2013-08-30,57.63,39.48,81.59,19.44,49.22,39.76,40.43,31.4,37.29,2.78
2013-09-03,58.101,39.475,82.2,19.61,49.54,40.02,40.68,31.44,36.89,2.86
2013-09-04,58.69,39.73,82.64,19.76,50.11,40.42,41.06,31.74,36.87,2.9
2013-09-05,58.74,39.69,82.87,19.805,50.17,40.52,41.15,31.74,36.72,2.98
2013-09-06,58.63,39.75,82.92,19.795,50.19,40.5,41.07,31.78,36.97,2.94
2013-09-09,59.17,40.06,83.8,20.03,50.51,41.01,41.69,32.14,37.13,2.9
2013-09-10,59.74,40.09,83.84,20.27,50.83,41.61,42.07,32.355,37.4,2.96
2013-09-11,60.1601,40.39,84.47,20.29,51.19,41.78,42.32,32.21,37.04,2.93
2013-09-12,60.05,40.41,84.0,20.15,51.11,41.61,41.9,32.23,36.95,2.92
2013-09-13,60.22,40.71,83.95,20.2,51.21,41.72,42.17,32.25,37.22,2.9
2013-09-16,60.47,41.08,83.91,20.415,51.65,42.27,42.63,32.191,37.33,2.88
2013-09-17,60.83,41.22,84.31,20.52,51.69,42.45,42.52,32.38,37.53,2.86
2013-09-18,61.53,41.71,85.32,20.71,52.02,42.98,43.49,32.78,38.66,2.69
2013-09-19,61.52,41.53,85.14,20.62,51.86,43.12,43.35,32.81,38.46,2.76
2013-09-20,60.95,40.97,84.06,20.42,51.54,42.61,42.61,32.415,37.53,2.75
2013-09-23,60.52,40.82,83.64,20.13,51.19,42.48,42.32,32.5,37.99,2.72
2013-09-24,60.61,40.58,83.73,20.015,50.94,42.63,42.29,32.39,37.96,2.67
2013-09-25,60.3,40.27,83.72,20.12,50.53,42.44,42.39,32.31,37.698,2.63
2013-09-26,60.83,40.48,83.82,20.12,50.7,42.63,42.66,32.43,37.66,2.66
2013-09-27,60.84,40.21,83.51,20.045,50.71,42.36,42.16,32.22,37.4,2.64
2013-09-30,60.61,39.82,82.91,19.905,50.6,42.11,42.0,32.05,37.37,2.64
2013-10-01,61.13,40.05,83.45,20.045,51.24,42.38,42.19,32.35,37.48,2.66
2013-10-02,61.06,39.95,83.62,20.04,51.129,42.18,42.29,32.34,37.53,2.63
2013-10-03,60.45,39.78,82.96,19.88,50.64,41.71,41.93,32.04,37.07,2.62
2013-10-04,60.99,39.85,83.73,20.06,51.21,41.99,42.54,32.19,37.16,2.66
2013-10-07,60.14,39.66,83.03,19.819,50.66,41.69,42.05,32.02,36.98,2.65
2013-10-08,59.15,39.66,82.12,19.57,49.92,41.22,41.36,31.53,37.23,2.66
2013-10-09,58.95,39.71,81.86,19.631,49.85,41.2,41.44,31.67,37.38,2.68
2013-10-10,60.27,40.46,83.38,20.195,51.01,42.27,42.3,32.19,37.94,2.71
2013-10-11,60.75,40.58,84.31,20.31,51.23,42.47,42.555,32.44,38.11,2.7
2013-10-15,60.48,40.37,84.51,20.25,51.28,42.2,42.43,32.36,37.36,2.75
2013-10-16,61.215,40.98,85.81,20.68,52.315,42.48,42.88,32.67,37.72,2.69
2013-10-17,61.66,41.4,85.98,20.88,52.76,42.81,43.41,32.695,38.33,2.61
2013-10-18,62.03,41.48,86.94,20.92,52.56,43.27,43.55,33.24,38.44,2.6
2013-10-21,62.18,41.38,86.55,20.88,52.29,43.38,43.55,33.43,38.35,2.63
2013-10-22,62.62,41.95,87.03,20.919,52.77,43.67,44.17,33.405,38.86,2.54
2013-10-23,62.24,42.01,85.69,20.731,52.69,43.69,43.9,33.26,38.8673,2.51
2013-10-24,62.83,41.93,86.07,20.77,52.67,44.02,44.105,33.34,38.76,2.53
2013-10-25,63.29,42.04,86.6,20.86,52.75,44.24,44.22,33.505,39.21,2.53
2013-10-28,63.14,42.56,86.65,20.81,52.91,44.18,43.99,33.62,39.1245,2.54
2013-10-29,63.55,42.92,87.29,20.88,53.27,44.31,44.1,33.84,39.18,2.53
2013-10-30,63.26,42.57,86.68,20.782,52.965,44.11,43.85,33.74,38.92,2.55
2013-10-31,63.41,42.34,86.36,20.56,52.77,44.12,43.77,33.645,38.78,2.57
2013-11-01,63.55,42.49,86.08,20.61,53.11,44.44,43.66,33.66,39.06,2.65
2013-11-04,63.79,42.55,87.15,20.63,53.16,44.6,43.84,33.8,39.15,2.63
2013-11-05,63.77,42.63,86.32,20.53,52.98,44.55,43.67,33.7,38.86,2.69
2013-11-06,63.61,43.07,86.57,20.62,52.85,44.68,43.94,34.02,39.39,2.67
2013-11-07,62.34,42.47,85.3,20.4,52.4,44.21,43.39,33.6,39.03,2.63
2013-11-08,63.29,42.61,86.61,20.85,53.18,44.81,44.17,33.89,38.955,2.77
2013-11-12,63.29,42.62,85.92,20.67,53.26,44.79,44.03,34.04,38.62,2.8
2013-11-13,64.27,42.97,86.64,20.84,53.55,45.05,44.26,34.32,38.79,2.75
2013-11-14,64.72,43.27,87.19,21.03,54.0,45.22,44.64,34.22,39.13,2.69
2013-11-15,64.915,43.36,87.65,21.13,54.305,45.38,44.93,34.32,39.37,2.71
2013-11-18,64.46,43.21,86.99,21.12,54.09,45.45,44.625,34.16,39.32,2.67
2013-11-19,64.18,43.05,87.11,21.16,54.13,45.12,44.5,34.05,39.04,2.71
2013-11-20,63.86,42.85,86.91,21.08,54.29,44.93,44.16,33.93,38.59,2.8
2013-11-21,64.45,42.94,87.76,21.39,54.53,45.29,44.52,34.22,38.69,2.79
2013-11-22,64.83,43.17,88.23,21.4801,55.23,45.69,44.75,34.17,38.66,2.75
2013-11-25,64.895,43.11,87.44,21.52,55.49,45.59,44.45,34.16,38.52,2.74
2013-11-26,65.27,43.03,87.19,21.5,55.29,45.68,44.35,34.28,38.15,2.71
2013-11-27,65.5,43.09,86.58,21.565,55.3,45.86,44.39,34.56,38.05,2.74
2013-11-29,65.58,42.995,86.42,21.48,55.23,45.73,44.32,34.68,38.02,2.75
